t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi
  0.0000  -3.6395   4.0043  -3.5869   3.4815  -0.9158   0.5557  -0.5721   0.7184   0.0032   0.0072   0.4777 
  0.0000  -3.4936   4.3042  -3.6760   3.1856  -1.0274   0.3990  -0.5410   0.8967   0.0040   0.0117   0.4760 
  0.0000  -3.6112   3.7855  -3.8706   3.4288  -0.9729   0.6448  -0.3895   0.7669  -0.0033   0.0012   0.4771 
  0.0000  -4.1705   3.7206  -3.6233   3.4896  -0.5843   0.6968  -0.5462   0.7297  -0.0073   0.0097   0.4871 
  0.0000  -3.6963   3.6720  -3.5382   3.8462  -0.8967   0.7929  -0.5860   0.5211   0.0035  -0.0002   0.4790 
  0.0000  -3.6963   3.2748  -3.2505   3.8787  -0.8457   0.9218  -0.7262   0.5791   0.0026  -0.0020   0.4578 
  0.0000  -4.0165   3.3802  -3.7206   3.3923  -0.6700   0.9140  -0.5141   0.7894  -0.0121   0.0035   0.4711 
  0.0000  -3.5180   4.1137  -3.2869   3.2343  -0.9279   0.4752  -0.5825   0.8586   0.0068   0.0139   0.4595 
  0.0000  -3.7490   4.5758  -3.3964   3.2586  -0.8266   0.1956  -0.6968   0.8751   0.0086   0.0209   0.4864 
  0.0000  -3.5747   4.0003  -3.6639   3.6477  -0.8993   0.4934  -0.5245   0.7072   0.0051   0.0033   0.4833 
  0.0000  -4.2110   3.5382  -3.4288   3.5747  -0.5817   0.7124  -0.6803   0.7297  -0.0066   0.0093   0.4790 
  0.0000  -3.5869   3.5788  -3.6274   3.6639  -0.8915   0.6968  -0.5687   0.6951   0.0004  -0.0016   0.4694 
  0.0000  -3.6395   3.3599  -3.4085   4.2232  -0.8448   0.8309  -0.7011   0.4224   0.0067  -0.0079   0.4750 
  0.0000  -3.9435   3.3599  -3.5382   3.6639  -0.6847   0.8145  -0.6665   0.6085  -0.0057   0.0013   0.4710 
  0.0000  -3.6274   3.8098  -3.9557   3.3599  -0.9114   0.5540  -0.4155   0.8630  -0.0052   0.0015   0.4790 
  0.0000  -3.4531   4.0894  -3.5301   3.5788  -1.0032   0.4120  -0.6154   0.7807   0.0086   0.0054   0.4757 
  0.0000  -3.2261   3.7936  -3.7692   3.6963  -1.0750   0.5618  -0.5038   0.6518   0.0062  -0.0056   0.4703 
  0.0000  -3.9435   3.4410  -3.6274   3.7490  -0.7297   0.7608  -0.5644   0.6336  -0.0048   0.0001   0.4792 
  0.0000  -3.1978   3.4572  -3.7490   3.9395  -1.1010   0.7868  -0.5211   0.5254   0.0056  -0.0129   0.4657 
  0.0000  -3.3599   3.1410  -3.4207   4.1705  -1.0352   0.9703  -0.7028   0.3757   0.0066  -0.0136   0.4575 
  0.0000  -3.7814   3.3072  -3.5788   3.9273  -0.7955   0.8950  -0.6241   0.4778  -0.0016  -0.0052   0.4739 
  0.0000  -3.6517   3.5139  -3.4572   3.4328  -0.9521   0.7721  -0.6933   0.7617  -0.0020   0.0034   0.4564 
  0.0000  -3.2626   3.6477  -4.1097   3.5788  -1.1218   0.7262  -0.3090   0.6976  -0.0018  -0.0097   0.4740 
  0.0000  -3.4653   4.1218  -3.4572   3.4450  -1.0872   0.4198  -0.6821   0.7080   0.0081   0.0086   0.4704 
  0.0000  -3.6720   3.5747  -3.8179   3.6841  -0.9288   0.7582  -0.5029   0.6483  -0.0029  -0.0032   0.4789 
  0.0000  -3.6720   3.6963  -3.2383   3.4653  -0.8881   0.6492  -0.7989   0.7409   0.0031   0.0083   0.4569 
  0.0000  -3.4045   3.2464  -3.2950   3.8706  -1.0828   0.9720  -0.8128   0.5531   0.0052  -0.0064   0.4486 
  0.0000  -4.1016   3.6112  -3.1897   3.7125  -0.6777   0.7444  -0.8664   0.5245   0.0004   0.0101   0.4745 
  0.0000  -3.2748   3.7003  -3.7733   3.6395  -1.1218   0.6275  -0.5713   0.6094   0.0036  -0.0055   0.4671 
  0.0000  -3.6517   4.0246  -3.9678   2.8330  -0.9409   0.5237  -0.4285   1.1175  -0.0095   0.0109   0.4700 
  0.0000  -3.5382   3.7936  -3.7733   3.6882  -0.9989   0.6172  -0.5271   0.6803   0.0021  -0.0016   0.4803 
  0.0000  -3.8300   3.9314  -3.8057   3.8179  -0.8413   0.4882  -0.5427   0.5505   0.0014   0.0017   0.4995 
  0.0000  -3.2829   3.6233  -3.8422   3.9638  -1.1443   0.6336  -0.4916   0.4743   0.0058  -0.0112   0.4777 
  0.0000  -3.3599   2.8330  -3.4410   4.1097  -1.1322   1.1097  -0.7435   0.4085   0.0018  -0.0170   0.4462 
  0.0000  -3.7247   3.0762  -3.2261   3.6882  -0.9184   1.0672  -0.8630   0.6007  -0.0023  -0.0014   0.4453 
  0.0000  -3.5909   3.6477  -3.8219   3.4288  -0.9729   0.7747  -0.5098   0.7678  -0.0042  -0.0002   0.4704 
  0.0000  -3.6882   3.8949  -3.7125   3.6720  -0.9591   0.5972  -0.5626   0.6388   0.0021   0.0025   0.4860 
  0.0000  -3.5788   4.2232  -3.8908   3.6152  -1.0093   0.3826  -0.4423   0.6448   0.0046   0.0037   0.4970 
  0.0000  -3.6598   3.4207  -4.0286   3.7003  -0.9322   0.7946  -0.3930   0.5886  -0.0071  -0.0081   0.4808 
  0.0000  -3.3558   3.6112  -3.6760   3.7206  -1.1053   0.7349  -0.5436   0.5756   0.0037  -0.0054   0.4664 
  0.0000  -3.4166   3.0194  -3.5909   4.1583  -1.1278   1.0681  -0.6137   0.3419   0.0021  -0.0164   0.4606 
  0.0000  -3.9638   3.4166  -3.4450   3.6355  -0.8067   0.9037  -0.7193   0.6024  -0.0045   0.0037   0.4695 
  0.0000  -4.0611   3.4045  -3.6760   3.6395  -0.7080   0.8863  -0.5626   0.6042  -0.0087   0.0019   0.4799 
  0.0000  -3.8057   3.9273  -4.0489   3.4288  -0.8457   0.5877  -0.3177   0.7461  -0.0062   0.0032   0.4939 
  0.0000  -3.7611   4.5028  -3.7328   3.3315  -0.8855   0.2735  -0.5081   0.7894   0.0043   0.0150   0.4977 
  0.0000  -3.6598   3.7247  -3.7368   3.3437  -0.9011   0.6691  -0.5124   0.7981  -0.0041   0.0038   0.4696 
  0.0000  -3.7084   3.6598  -3.4572   3.6112  -0.8578   0.6994  -0.6319   0.6622   0.0013   0.0037   0.4687 
  0.0000  -3.5909   3.2586  -3.6152   3.7733  -0.9859   0.9340  -0.5843   0.5496  -0.0022  -0.0067   0.4623 
  0.0000  -3.8949   3.3599  -3.3802   3.4653  -0.7730   0.9305  -0.7357   0.7106  -0.0056   0.0051   0.4578 
  0.0000  -4.1826   3.4166  -3.5666   3.4288  -0.5652   0.8673  -0.6327   0.7409  -0.0113   0.0075   0.4739 
  0.0000  -3.6112   3.7814  -3.7571   3.4572  -0.8872   0.6440  -0.4778   0.7756  -0.0016   0.0022   0.4742 
  0.0000  -3.6112   4.4866  -3.9151   3.2505  -0.9080   0.2727  -0.5012   0.8742   0.0026   0.0117   0.4956 
  0.0000  -3.5382   3.8462  -3.7976   3.5139  -0.9192   0.5791  -0.4882   0.7539   0.0003   0.0009   0.4771 
  0.0000  -4.2191   3.3842  -3.5261   3.4936  -0.5306   0.8387  -0.6388   0.7591  -0.0108   0.0073   0.4748 
  0.0000  -3.5382   3.5869  -3.5423   3.5139  -0.9253   0.7357  -0.6111   0.7539   0.0003   0.0009   0.4604 
  0.0000  -3.6152   3.3113  -3.3721   4.1340  -0.8509   0.8863  -0.7323   0.4345   0.0057  -0.0072   0.4686 
  0.0000  -3.9638   3.3477  -3.3721   3.7936  -0.6656   0.8959  -0.7054   0.6146  -0.0024   0.0018   0.4700 
  0.0000  -3.8098   3.7206  -3.4572   3.4045  -0.7513   0.6656  -0.6821   0.8154  -0.0018   0.0084   0.4673 
  0.0000  -3.4936   4.2678  -4.0732   3.2707  -0.9088   0.3557  -0.3376   0.9063  -0.0004   0.0052   0.4904 
  0.0000  -3.4693   3.5504  -3.6760   3.7328  -0.9314   0.7712  -0.5514   0.6821   0.0017  -0.0049   0.4685 
  0.0000  -3.5261   3.5017  -3.5382   3.7571  -0.9616   0.7652  -0.6474   0.6327   0.0024  -0.0033   0.4650 
  0.0000  -3.3194   3.5139  -3.6760   3.7247  -1.0326   0.7764  -0.5886   0.5946   0.0030  -0.0071   0.4621 
  0.0000  -3.5666   3.4410  -3.3315   4.2232  -0.8967   0.8560  -0.7781   0.3661   0.0096  -0.0068   0.4728 
  0.0000  -3.6639   3.2950  -3.4653   3.8422  -0.8214   0.9253  -0.7461   0.5661   0.0001  -0.0044   0.4632 
  0.0000  -3.7247   3.7976  -3.5382   3.6720  -0.8015   0.6743  -0.6803   0.6353   0.0026   0.0039   0.4783 
  0.0000  -3.4531   3.9922  -4.0489   3.5504  -0.9876   0.5107  -0.3549   0.7331   0.0005  -0.0019   0.4885 
  0.0000  -3.2950   4.0124  -3.5504   3.5625  -1.0370   0.4977  -0.5955   0.6743   0.0091   0.0024   0.4682 
  0.0000  -3.8057   3.5909  -3.5017   3.6841  -0.7600   0.7193  -0.6362   0.6172  -0.0004   0.0026   0.4735 
  0.0000  -3.4531   3.4653  -3.7936   3.8665  -0.9902   0.8041  -0.5072   0.4726   0.0011  -0.0093   0.4733 
  0.0000  -3.5058   3.2221  -3.4410   4.0165  -0.9703   0.9443  -0.6916   0.4562   0.0036  -0.0091   0.4606 
  0.0000  -3.7692   3.3356  -3.2869   3.7611  -0.7799   0.9019  -0.8413   0.5384   0.0005   0.0007   0.4595 
  0.0000  -3.6720   3.6882  -3.6477   3.6720  -0.8543   0.7228  -0.6111   0.5938   0.0005   0.0005   0.4766 
  0.0000  -3.5058   4.0043  -4.2597   3.4774  -0.9945   0.4821  -0.2908   0.7176  -0.0035  -0.0028   0.4950 
  0.0000  -3.4653   3.9759  -3.8462   3.5625  -1.0170   0.5211  -0.4717   0.6223   0.0028   0.0004   0.4821 
  0.0000  -3.5180   3.7125  -3.8827   3.8098  -0.9504   0.6985  -0.4233   0.4916   0.0015  -0.0058   0.4845 
  0.0000  -3.3923   3.5909  -3.7003   3.7692  -1.0603   0.7565  -0.5263   0.4890   0.0033  -0.0061   0.4692 
  0.0000  -3.3680   3.0032  -3.4045   3.9395  -1.0906   1.1123  -0.7115   0.4319   0.0021  -0.0122   0.4453 
  0.0000  -3.6760   3.0519  -3.3680   3.7571  -0.9210   1.0932  -0.7530   0.4942  -0.0029  -0.0050   0.4498 
  0.0000  -3.6841   3.1410  -3.6517   3.7490  -0.9296   1.0222  -0.5704   0.5254  -0.0056  -0.0072   0.4619 
  0.0000  -3.4653   3.7084  -4.1948   3.4450  -1.0621   0.7305  -0.2761   0.6786  -0.0063  -0.0058   0.4810 
  0.0000  -3.5423   4.3083  -3.9273   3.4774  -1.0101   0.3912  -0.4302   0.6838   0.0040   0.0056   0.4953 
  0.0000  -3.4815   3.5382  -3.9314   3.6233  -1.0733   0.7911  -0.3687   0.6241  -0.0031  -0.0067   0.4732 
  0.0000  -4.0489   3.4531  -3.7003   3.7449  -0.8007   0.8734  -0.4951   0.5444  -0.0069   0.0007   0.4853 
  0.0000  -3.4166   3.0681  -3.5869   3.9922  -1.0828   1.1408  -0.5756   0.3419   0.0007  -0.0137   0.4566 
  0.0000  -3.7976   3.3964  -3.6517   3.6031  -0.8552   0.9435  -0.5531   0.5773  -0.0056  -0.0008   0.4691 
  0.0000  -3.8341   3.3923  -3.4207   3.5747  -0.8396   0.9859  -0.6492   0.5946  -0.0036   0.0029   0.4617 
  0.0000  -3.7449   3.9395  -3.8544   3.2991  -0.9158   0.6440  -0.4293   0.6829  -0.0045   0.0066   0.4817 
  0.0000  -3.6395   4.5271  -3.6477   3.5017  -0.9521   0.2683  -0.5678   0.6587   0.0093   0.0127   0.4973 
  0.0000  -3.5909   3.8665  -3.6882   3.5017  -0.9504   0.6440  -0.4908   0.6786   0.0011   0.0033   0.4756 
  0.0000  -3.7125   3.6233  -3.4774   3.4572  -0.8154   0.7825  -0.6215   0.6855  -0.0014   0.0050   0.4633 
  0.0000  -3.4531   3.2383  -3.5180   3.8706  -1.0768   1.0292  -0.6085   0.4475   0.0017  -0.0087   0.4571 
  0.0000  -3.8706   3.2748  -3.3802   3.5909  -0.8976   1.0084  -0.7011   0.5938  -0.0048   0.0022   0.4583 
  0.0000  -3.9557   3.2869  -3.7084   3.4045  -0.7375   1.0006  -0.5012   0.7427  -0.0122   0.0016   0.4661 
  0.0000  -3.6963   3.9314  -3.9395   3.1167  -0.8708   0.6457  -0.4267   0.9011  -0.0073   0.0071   0.4767 
  0.0000  -3.6720   4.3812  -3.5666   3.2626  -0.8993   0.3255  -0.5773   0.8180   0.0051   0.0153   0.4832 
  0.0000  -3.6355   3.9030  -3.9435   3.6395  -0.9158   0.6258  -0.3583   0.6388  -0.0005  -0.0006   0.4910 
  0.0000  -4.1502   3.5909  -3.7247   3.6233  -0.6388   0.8318  -0.4743   0.6492  -0.0083   0.0049   0.4899 
  0.0000  -3.6639   3.6517  -3.7125   3.9759  -0.9063   0.8024  -0.5081   0.5193   0.0031  -0.0047   0.4871 
  0.0000  -3.7125   3.3599  -3.3356   3.5301  -0.8569   1.0041  -0.7037   0.6535  -0.0020   0.0026   0.4525 
  0.0000  -4.1381   3.5261  -3.4572   3.5869  -0.5669   0.8716  -0.6388   0.6552  -0.0060   0.0078   0.4775 
  0.0000  -3.5382   3.7206  -3.9435   3.5301  -0.8777   0.6803  -0.3506   0.7184  -0.0029  -0.0027   0.4783 
  0.0000  -3.4410   4.3407  -3.7125   3.4815  -0.9937   0.4267  -0.4994   0.7530   0.0084   0.0073   0.4862 
  0.0000  -3.2829   3.6395  -3.8179   3.6882  -1.0733   0.7245  -0.4146   0.6492   0.0028  -0.0073   0.4685 
  0.0000  -3.7571   3.3721  -3.5788   3.6233  -0.8266   0.8543  -0.5315   0.6630  -0.0043  -0.0009   0.4653 
  0.0000  -3.2464   3.3072  -3.5382   3.9759  -1.0794   0.9063  -0.5972   0.4769   0.0062  -0.0120   0.4567 
  0.0000  -3.6152   3.4653  -3.3234   4.2110  -0.8933   0.8812  -0.7245   0.3090   0.0092  -0.0057   0.4745 
  0.0000  -3.6477   3.3113  -3.6112   3.7368  -0.8690   0.9582  -0.5505   0.5462  -0.0026  -0.0049   0.4645 
  0.0000  -3.6963   3.6395  -3.6112   3.6760  -0.8716   0.8197  -0.5297   0.6146   0.0001   0.0006   0.4748 
  0.0000  -3.3599   3.8422  -4.0003   3.4166  -1.0266   0.6803  -0.3376   0.7496  -0.0013  -0.0027   0.4746 
  0.0000  -3.3721   4.3164  -3.4572   3.5869  -1.0768   0.3791  -0.5964   0.6379   0.0134   0.0081   0.4783 
  0.0000  -3.7003   3.5869  -3.7936   3.7328  -0.8509   0.7877  -0.4328   0.5834  -0.0022  -0.0030   0.4810 
  0.0000  -3.5544   3.6112  -3.5909   3.8949  -0.9426   0.8240  -0.5592   0.4865   0.0045  -0.0040   0.4757 
  0.0000  -3.4774   3.0640  -3.3802   3.9273  -0.9963   1.0863  -0.6838   0.4449   0.0017  -0.0096   0.4496 
  0.0000  -3.7611   3.3072  -3.4328   3.5909  -0.8379   0.9937  -0.6336   0.6345  -0.0037   0.0006   0.4575 
  0.0000  -3.8057   3.4207  -3.6395   3.6477  -0.8361   0.9582  -0.5280   0.6016  -0.0047  -0.0008   0.4712 
  0.0000  -3.6639   3.6598  -4.1745   3.4572  -0.9218   0.8007  -0.2121   0.7072  -0.0090  -0.0039   0.4856 
  0.0000  -3.3721   4.4177  -3.8908   3.5180  -1.0439   0.4016  -0.3834   0.6561   0.0084   0.0048   0.4935 
  0.0000  -3.5504   3.5625  -3.9030   3.8219  -0.9469   0.8275  -0.3471   0.4951  -0.0009  -0.0076   0.4817 
  0.0000  -3.2586   3.5301  -3.6274   3.8908  -1.1391   0.9106  -0.5289   0.4250   0.0067  -0.0091   0.4645 
  0.0000  -3.3194   3.1410  -3.3356   3.9800  -1.1149   1.1278  -0.6873   0.3912   0.0058  -0.0107   0.4473 
  0.0000  -3.6112   3.2707  -3.5504   3.5909  -0.9729   1.0421  -0.5730   0.5877  -0.0037  -0.0032   0.4553 
  0.0000  -3.6274   3.2343  -3.7692   3.7368  -0.9539   1.0949  -0.4916   0.5349  -0.0053  -0.0081   0.4665 
  0.0000  -3.5788   3.8706  -3.9922   3.4166  -1.0032   0.7219  -0.2753   0.6682  -0.0035   0.0005   0.4824 
  0.0000  -3.5544   4.4137  -3.7611   3.4450  -1.0110   0.4146  -0.4129   0.6708   0.0068   0.0095   0.4927 
  0.0000  -3.5423   3.7247  -4.0408   3.6112  -1.0101   0.7764  -0.3081   0.5964  -0.0031  -0.0048   0.4844 
  0.0000  -3.8341   3.5869  -3.5261   3.7611  -0.8855   0.8725  -0.4795   0.5081  -0.0002   0.0017   0.4775 
  0.0000  -3.4653   3.2707  -3.4410   3.7449  -1.0776   1.0742  -0.5687   0.4752   0.0014  -0.0056   0.4520 
  0.0000  -3.8706   3.5261  -3.5017   3.8219  -0.8214   0.9383  -0.5401   0.5367  -0.0003   0.0009   0.4779 
  0.0000  -3.8057   3.3113  -3.8949   3.6112  -0.8517   1.0447  -0.3852   0.5920  -0.0097  -0.0049   0.4748 
  0.0000  -4.0124   3.7449  -3.6274   3.2505  -0.7600   0.7903  -0.4016   0.7807  -0.0081   0.0110   0.4752 
  0.0000  -3.7449   4.2353  -3.7003   3.1613  -0.8595   0.4769  -0.4293   0.8517  -0.0006   0.0140   0.4819 
  0.0000  -3.5504   3.7814  -3.8057   3.3315  -0.9824   0.7756  -0.3947   0.7738  -0.0030   0.0024   0.4698 
  0.0000  -3.9151   3.4328  -3.5625   3.3964  -0.8612   0.9625  -0.5176   0.7496  -0.0081   0.0049   0.4645 
  0.0000  -3.4572   3.2099  -3.3923   4.0489  -1.0569   1.1503  -0.5669   0.3696   0.0051  -0.0097   0.4581 
  0.0000  -3.5017   3.1491  -3.7003   3.4815  -1.0162   1.1625  -0.4553   0.6994  -0.0071  -0.0066   0.4491 
  0.0000  -3.7247   3.3437  -3.8422   3.3437  -0.8734   1.0525  -0.3549   0.7946  -0.0110  -0.0015   0.4628 
  0.0000  -3.8098   3.4288  -3.8544   3.3842  -0.8647   0.9859  -0.3358   0.7730  -0.0106   0.0000   0.4700 
  0.0000  -3.6760   4.4015  -3.3113   3.4085  -0.9331   0.4094  -0.6163   0.7885   0.0103   0.0170   0.4804 
  0.0000  -3.5747   4.1462  -3.6639   3.5788  -0.9244   0.6111  -0.4380   0.7253   0.0061   0.0060   0.4858 
  0.0000  -4.0246   3.6760  -3.4693   3.6395  -0.7773   0.7955  -0.5661   0.6414  -0.0022   0.0074   0.4808 
  0.0000  -3.6274   3.5869  -3.5139   3.8787  -0.9236   0.9175  -0.5618   0.6604   0.0041  -0.0022   0.4742 
  0.0000  -3.6152   3.4085  -3.5261   3.8341  -0.8742   0.9521  -0.5488   0.5029   0.0013  -0.0042   0.4670 
  0.0000  -4.0246   3.5504  -3.5382   3.4653  -0.6578   0.9201  -0.5271   0.7539  -0.0068   0.0071   0.4733 
  0.0000  -3.6760   3.4166  -4.1097   3.4450  -0.8924   0.9357  -0.2276   0.8093  -0.0116  -0.0058   0.4756 
  0.0000  -3.7611   3.8706  -3.4653   3.3356  -0.8327   0.7063  -0.5843   0.8569  -0.0003   0.0104   0.4686 
  0.0000  -3.3680   4.3691  -3.5544   3.3477  -1.0569   0.5107  -0.5185   0.8656   0.0099   0.0104   0.4753 
  0.0000  -4.0043   3.3356  -3.4531   3.6112  -0.7158   0.9963  -0.5869   0.7401  -0.0064   0.0034   0.4677 
  0.0000  -3.2707   3.3964  -3.8908   3.9516  -1.0863   0.9616  -0.3523   0.5393   0.0023  -0.0147   0.4711 
  0.0000  -3.6395   3.2586  -3.3802   4.1948  -0.9391   1.0716  -0.6094   0.3480   0.0054  -0.0085   0.4699 
  0.0000  -3.6760   3.4815  -3.5139   3.7328  -0.8716   0.9781  -0.5583   0.6197   0.0003  -0.0011   0.4677 
  0.0000  -3.9881   3.5504  -3.8787   3.6031  -0.7323   0.8439  -0.3428   0.7054  -0.0089   0.0007   0.4877 
  0.0000  -3.2464   3.7125  -3.6841   3.6395  -1.0724   0.8084  -0.4787   0.6907   0.0053  -0.0046   0.4637 
  0.0000  -3.4936   4.4745  -3.5544   3.4288  -1.0041   0.4215  -0.5107   0.7920   0.0107   0.0123   0.4854 
  0.0000  -3.9678   3.6395  -3.5788   3.6112  -0.7435   0.8630  -0.5228   0.7028  -0.0037   0.0052   0.4804 
  0.0000  -3.5058   3.5625  -3.5869   3.6233  -0.9954   0.8535  -0.5315   0.6821   0.0012  -0.0018   0.4636 
  0.0000  -3.5504   3.3842  -3.4572   3.9678  -0.9322   0.9513  -0.6007   0.4925   0.0043  -0.0061   0.4662 
  0.0000  -4.0124   3.4085  -3.4085   3.5788  -0.6976   0.9902  -0.6016   0.6613  -0.0054   0.0054   0.4678 
  0.0000  -3.9678   3.5504  -3.8462   3.6031  -0.7288   0.9002  -0.3679   0.7072  -0.0083   0.0009   0.4860 
  0.0000  -3.5058   4.0043  -3.8300   3.4693  -0.9391   0.6847  -0.4233   0.7946   0.0017   0.0026   0.4808 
  0.0000  -3.4531   4.3042  -3.7328   3.3680  -0.9755   0.4120  -0.4241   0.8309   0.0061   0.0082   0.4824 
  0.0000  -3.8544   3.5017  -3.6963   3.7490  -0.7790   0.9054  -0.4596   0.6163  -0.0037  -0.0011   0.4806 
  0.0000  -3.4328   3.3721  -3.6639   3.6841  -1.0153   0.9573  -0.4839   0.6544  -0.0005  -0.0068   0.4595 
  0.0000  -3.3437   3.1410  -3.4045   4.0651  -1.0473   1.1157  -0.6258   0.4181   0.0057  -0.0123   0.4531 
  0.0000  -3.5382   3.1856  -3.4450   3.5747  -0.9781   1.1079  -0.5895   0.6665  -0.0028  -0.0037   0.4462 
  0.0000  -3.6760   3.2626  -3.7611   3.5990  -0.8734   1.0898  -0.4172   0.6959  -0.0072  -0.0053   0.4642 
  0.0000  -3.5261   3.8341  -3.5869   3.6882  -0.9599   0.7383  -0.5185   0.6587   0.0051   0.0011   0.4752 
  0.0000  -3.5666   4.4745  -3.6720   3.3680  -0.9625   0.3765  -0.4432   0.8119   0.0075   0.0125   0.4896 
