t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi
  0.0000  -2.2170   1.6333   2.0792  -1.9008  -0.8180   1.6593   0.9262  -1.0854  -0.0051   0.0979  -0.0042 
  0.0000  -1.7387   1.3010   1.9738  -2.0062  -1.1226   1.9008   0.9729  -1.0387  -0.0059   0.0877  -0.0305 
  0.0000  -1.7792   1.3537   1.8968  -1.8725  -1.1200   1.8887   1.0205  -1.1140  -0.0050   0.0863  -0.0207 
  0.0000  -1.2037   0.1013   0.3040  -1.3537  -0.2960   0.3306  -0.0987  -0.3324  -0.0269   0.0370  -0.0114 
  0.0000  -0.8673  -0.2837  -0.3161  -0.5877  -0.3843   0.2536  -0.1653  -0.5782  -0.0257   0.0107   0.0101 
  0.0000  -0.5147  -0.6931  -0.8998  -0.5877  -0.4051   0.1021  -0.1671  -0.4068  -0.0337  -0.0061   0.0043 
  0.0000  -0.7093  -0.6809  -0.7457  -0.6849  -0.1809  -0.1091  -0.5583  -0.2164  -0.0353  -0.0004   0.0029 
  0.0000  -0.7052  -0.8998  -0.8795  -0.7457  -0.0814  -0.0866  -0.7652  -0.0632  -0.0404  -0.0041  -0.0020 
  0.0000  -0.6606  -1.1835  -1.0821  -0.8065  -0.0476  -0.1930  -0.9158  -0.0164  -0.0467  -0.0100  -0.0080 
  0.0000  -0.9038  -1.3415  -1.2686  -0.9646   0.1143  -0.3341  -1.0430   0.1333  -0.0560  -0.0093  -0.0043 
  0.0000  -0.8916  -1.3658  -1.4712  -0.8754   0.3575  -0.5488  -1.1426   0.2882  -0.0576  -0.0134   0.0039 
  0.0000  -0.7903  -1.5239  -1.7266  -0.7336   0.4345  -0.7037  -1.1763   0.3696  -0.0597  -0.0216   0.0084 
  0.0000  -0.5228  -1.6698  -2.2656  -0.5390   0.4371  -0.7963  -1.0577   0.3930  -0.0625  -0.0359   0.0188 
  0.0000  -0.4499  -1.7266  -2.3750  -0.2797   0.5081  -0.8985  -1.0854   0.3532  -0.0604  -0.0422   0.0266 
  0.0000  -0.3526  -1.9454  -2.5817  -0.0365   0.5721  -0.9625  -1.0698   0.3038  -0.0615  -0.0517   0.0309 
  0.0000  -0.2675  -2.1521  -2.6547   0.0284   0.6050  -0.9634  -1.0993   0.3601  -0.0631  -0.0571   0.0259 
  0.0000  -0.3891  -2.6263  -2.7722   0.1581   0.7825  -0.7678  -1.0984   0.3410  -0.0704  -0.0646   0.0225 
  0.0000  -0.3040  -2.2980  -2.7033   0.0162   0.8154  -1.0300  -1.2109   0.4882  -0.0661  -0.0589   0.0236 
  0.0000  -0.0851  -2.6871  -2.7641   0.0041   0.7929  -0.9210  -1.2326   0.5566  -0.0692  -0.0671   0.0054 
  0.0000   0.0122  -2.8938  -2.7155   0.0000   0.8076  -0.8232  -1.3027   0.6154  -0.0700  -0.0703  -0.0062 
  0.0000   0.0243  -2.9546  -3.5544   0.0000   0.8526  -0.8656  -0.8725   0.6682  -0.0811  -0.0817   0.0187 
  0.0000   0.0243  -2.9708  -3.1613   0.0405   0.9071  -0.8829  -1.0802   0.7150  -0.0758  -0.0775   0.0067 
  0.0000   0.0608  -3.0073  -3.1613   0.0365   0.9054  -0.8578  -1.0560   0.7366  -0.0759  -0.0783   0.0042 
  0.0000  -0.0892  -2.8695  -3.3234   0.0405   1.0482  -0.9521  -0.9642   0.8058  -0.0780  -0.0768   0.0189 
  0.0000   0.0041  -3.4166  -3.0316   0.2594   1.0638  -0.6423  -1.1382   0.7193  -0.0773  -0.0839  -0.0042 
  0.0000   0.0041  -2.8938  -2.9303   0.3040   1.0923  -0.9469  -1.1928   0.6976  -0.0690  -0.0767   0.0109 
  0.0000   0.1256  -3.0802  -3.2018   0.0041   1.0698  -0.8889  -1.0266   0.9019  -0.0769  -0.0801   0.0000 
  0.0000   0.3648  -3.1410  -3.5139   0.0243   1.0049  -0.8128  -0.9140   0.9417  -0.0783  -0.0881   0.0011 
  0.0000   0.0041  -2.9060  -3.0924   0.1621   1.2326  -0.9885  -1.0586   0.9045  -0.0729  -0.0771   0.0112 
  0.0000   0.0041  -2.9465  -2.9708  -0.0243   1.2715  -0.9842  -1.1348   1.0170  -0.0742  -0.0737  -0.0001 
  0.0000   0.1500  -2.9181  -2.9951   0.0041   1.2308  -0.9426  -1.1114   1.0473  -0.0720  -0.0758  -0.0022 
  0.0000   0.0527  -3.4896  -3.0438   0.4053   1.3209  -0.6474  -1.0655   0.8595  -0.0759  -0.0874  -0.0030 
  0.0000   0.0405  -2.9546  -2.8979   0.1702   1.3373  -0.9677  -1.1659   1.0023  -0.0705  -0.0758   0.0024 
  0.0000   0.0730  -2.8330  -3.0154   0.0770   1.3338  -0.9642  -1.0569   1.0846  -0.0712  -0.0750   0.0061 
  0.0000   0.1621  -2.7479  -2.7479   0.3040   1.3321  -1.0534  -1.2170   1.0266  -0.0629  -0.0745   0.0046 
  0.0000   0.6485  -3.1735  -2.9303   0.3688   1.0205  -0.8604  -1.1053   0.9798  -0.0636  -0.0890  -0.0170 
  0.0000   0.7822  -3.1491  -2.9546   0.5147   0.9582  -0.8266  -1.1079   0.8863  -0.0601  -0.0925  -0.0150 
  0.0000   0.7336  -3.2099  -2.9708   0.6809   1.0499  -0.7756  -1.0993   0.7911  -0.0596  -0.0949  -0.0095 
  0.0000   0.5269  -2.7884  -2.8938   1.0457   1.1408  -0.8985  -1.1408   0.5566  -0.0514  -0.0907   0.0203 
  0.0000   0.2959  -2.7479  -2.8371   0.9362   1.2300  -1.0153  -1.1694   0.6068  -0.0544  -0.0852   0.0237 
  0.0000   0.5471  -2.9789  -3.0559   0.5228   1.1123  -0.9045  -1.0153   0.8050  -0.0621  -0.0888   0.0017 
  0.0000   0.6809  -3.2748  -2.5939   0.2837   0.9945  -0.7089  -1.3287   0.9755  -0.0613  -0.0854  -0.0350 
  0.0000   0.6363  -3.2626  -2.5777   0.1337   0.9945  -0.7072  -1.3408   1.0647  -0.0634  -0.0826  -0.0386 
  0.0000   0.5998  -3.0519  -2.5939   0.0770   0.9833  -0.8327  -1.3486   1.1123  -0.0621  -0.0790  -0.0318 
  0.0000   0.1743  -3.5382  -2.7965   0.6849   1.3061  -0.5730  -1.2750   0.7660  -0.0684  -0.0899  -0.0075 
  0.0000   0.0770  -2.5777  -2.7155   0.5390   1.3425  -1.0647  -1.3356   0.8301  -0.0585  -0.0739   0.0195 
  0.0000   0.3769  -2.8006  -2.7601   0.6323   1.1772  -0.9703  -1.3157   0.7911  -0.0569  -0.0821   0.0070 
  0.0000   0.4742  -3.1289  -2.8006   0.5471   1.0872  -0.7842  -1.2940   0.8024  -0.0614  -0.0869  -0.0083 
  0.0000   0.4742  -3.2221  -3.6031   0.4256   1.1235  -0.6890  -0.8119   0.8673  -0.0741  -0.0966   0.0108 
  0.0000   0.2959  -2.9708  -3.2707   0.7336   1.2386  -0.8439  -1.0075   0.6769  -0.0652  -0.0909   0.0239 
  0.0000   0.5755  -2.9465  -3.2869   0.7214   1.0491  -0.8526  -0.9945   0.6613  -0.0617  -0.0941   0.0158 
  0.0000   0.5147  -2.8979  -3.3356   0.8511   1.0577  -0.8405  -0.9279   0.5470  -0.0608  -0.0950   0.0251 
  0.0000   0.0892  -2.6993  -3.0924   0.6971   1.3875  -0.9824  -1.0603   0.6206  -0.0626  -0.0822   0.0325 
  0.0000   0.0122  -2.7276  -2.8938   0.4864   1.4403  -0.9608  -1.1426   0.7089  -0.0640  -0.0765   0.0208 
  0.0000   0.2189  -2.8452  -3.2626   0.2310   1.3261  -0.9322  -0.9746   0.8543  -0.0707  -0.0820   0.0139 
  0.0000   0.5147  -2.9830  -3.0762   0.4256   1.1806  -0.8621  -1.0361   0.7626  -0.0640  -0.0875   0.0001 
  0.0000   0.5269  -2.9668  -3.0316   0.4053   1.1157  -0.8465  -1.0248   0.7617  -0.0633  -0.0866  -0.0018 
  0.0000   0.3891  -2.8371  -3.0559   0.4864   1.1867  -0.9270  -1.0144   0.7054  -0.0627  -0.0846   0.0103 
  0.0000   0.5269  -2.8209  -3.1654   0.4782   1.1642  -0.9253  -0.9426   0.6959  -0.0623  -0.0874   0.0096 
  0.0000   0.4053  -2.8938  -3.0438   0.6971   1.2482  -0.9357  -0.9850   0.5566  -0.0604  -0.0880   0.0143 
  0.0000   0.1864  -2.6547  -2.8979   0.5755   1.3849  -1.0447  -1.0698   0.6215  -0.0599  -0.0789   0.0205 
  0.0000   0.4256  -2.7722  -3.2748   0.2594   1.2170  -1.0300  -0.8586   0.8015  -0.0670  -0.0841   0.0109 
  0.0000   0.4620  -2.7398  -2.8735   0.2472   1.1659  -1.0318  -1.0612   0.8015  -0.0613  -0.0790  -0.0026 
  0.0000   0.3526  -2.7236  -2.7965   0.4742   1.2395  -1.0846  -1.0967   0.6596  -0.0587  -0.0793   0.0063 
  0.0000   0.5471  -2.7722  -2.8006   0.5026   1.1737  -1.0534  -1.1348   0.6474  -0.0565  -0.0828  -0.0005 
  0.0000   0.8511  -2.8006  -2.9060   0.5634   0.9781  -1.0802  -1.0716   0.6007  -0.0537  -0.0890  -0.0059 
  0.0000   0.5958  -3.1735  -2.8938   0.8511   1.0543  -0.8846  -1.0889   0.4233  -0.0578  -0.0939  -0.0008 
  0.0000   0.4864  -2.4115  -2.6628   0.7822   1.0785  -1.3589  -1.2118   0.4449  -0.0476  -0.0793   0.0178 
  0.0000   0.5350  -2.4237  -3.0559   0.5107   1.0759  -1.3797  -0.9963   0.6137  -0.0554  -0.0816   0.0197 
  0.0000   0.3769  -2.5290  -2.6749   0.3283   1.1720  -1.3425  -1.2274   0.6847  -0.0562  -0.0739   0.0032 
  0.0000   0.3080  -2.7965  -2.9222   0.2229   1.2308  -1.1798  -1.0949   0.7392  -0.0648  -0.0781   0.0013 
  0.0000   0.2310  -2.9830  -3.0073   0.1581   1.2741  -1.1053  -1.0421   0.7920  -0.0700  -0.0797  -0.0016 
  0.0000   0.2553  -3.1370  -3.1289   0.1864   1.2551  -1.0101  -0.9677   0.7903  -0.0728  -0.0838  -0.0025 
  0.0000   0.3769  -3.1046  -3.1248   0.0770   1.1858  -0.9997  -0.9694   0.8586  -0.0722  -0.0835  -0.0091 
  0.0000   0.3445  -2.9911  -2.7641   0.4053   1.2231  -1.1244  -1.1876   0.7167  -0.0626  -0.0813  -0.0054 
  0.0000   0.2553  -2.8614  -2.6425   0.0486   1.3200  -1.1564  -1.2594   0.9210  -0.0650  -0.0726  -0.0138 
  0.0000   0.5836  -3.1410  -3.0924   0.0000   1.1140  -0.9963  -1.0075   0.9651  -0.0706  -0.0852  -0.0205 
  0.0000   0.6606  -3.1978  -2.8209   0.1621   1.0811  -0.9530  -1.1746   0.9149  -0.0649  -0.0855  -0.0284 
  0.0000   0.6971  -3.3842  -2.9424   0.3161   0.9798  -0.8309  -1.1045   0.8595  -0.0664  -0.0917  -0.0267 
  0.0000   0.7822  -3.3072  -2.8371   0.1378   0.8872  -0.8050  -1.1503   0.9651  -0.0653  -0.0883  -0.0362 
  0.0000   0.3323  -3.7855  -3.0397   0.6606   1.1607  -0.5306  -1.0595   0.7089  -0.0729  -0.0977  -0.0136 
  0.0000   0.1500  -2.9343  -2.7965   0.4904   1.3191  -0.9608  -1.1971   0.7747  -0.0636  -0.0796   0.0066 
  0.0000   0.4296  -3.2586  -3.0032   0.4985   1.0898  -0.7920  -1.0716   0.7816  -0.0667  -0.0899  -0.0061 
  0.0000   0.6444  -3.2099  -3.2464   0.0405   0.9798  -0.8145  -0.9980   1.0629  -0.0721  -0.0893  -0.0184 
  0.0000   0.3688  -3.2383  -2.8330   0.1013   1.1780  -0.7357  -1.1737   1.0231  -0.0700  -0.0818  -0.0218 
  0.0000   0.4296  -3.1978  -2.9181   0.1824   1.1036  -0.7556  -1.1287   1.0248  -0.0688  -0.0841  -0.0171 
  0.0000   0.2189  -2.9708  -2.9668   0.1378   1.2170  -0.8621  -1.1097   1.0447  -0.0698  -0.0787  -0.0028 
  0.0000   0.0284  -3.3477  -2.9181   0.5350   1.3157  -0.6674  -1.1226   0.8223  -0.0713  -0.0854   0.0025 
  0.0000   0.0041  -2.8938  -2.3831   0.0243   1.3901  -0.8846  -1.4386   1.1521  -0.0656  -0.0663  -0.0159 
  0.0000   0.2472  -3.0032  -2.4196   0.1500   1.3035  -0.8188  -1.4446   1.1270  -0.0628  -0.0728  -0.0221 
  0.0000   0.3040  -2.9465  -3.1248   0.0000   1.2698  -0.8309  -1.0707   1.2239  -0.0721  -0.0797  -0.0041 
  0.0000   0.0284  -2.8857  -2.7520   0.0000   1.4317  -0.8621  -1.3070   1.2577  -0.0701  -0.0708  -0.0053 
  0.0000   0.3202  -3.0316  -2.8857   0.2594   1.3304  -0.7626  -1.2291   1.1200  -0.0667  -0.0812  -0.0067 
  0.0000   0.3080  -2.9789  -2.6912   0.1256   1.2750  -0.7695  -1.3676   1.2118  -0.0655  -0.0763  -0.0153 
  0.0000   0.2432  -3.3437  -2.7763   0.7336   1.4100  -0.6907  -1.3261   0.8915  -0.0643  -0.0887  -0.0025 
  0.0000   0.2189  -2.7520  -2.9181   0.5634   1.4481  -0.8889  -1.2620   0.9798  -0.0611  -0.0807   0.0166 
  0.0000   0.3404  -2.9303  -2.7722   0.5390   1.3364  -0.8465  -1.3624   0.9893  -0.0603  -0.0823   0.0013 
  0.0000   0.5390  -2.9668  -3.1613   0.7295   1.2161  -0.7937  -1.1062   0.8829  -0.0607  -0.0925   0.0125 
  0.0000   0.4985  -2.8695  -3.0559   0.6687   1.2646  -0.8560  -1.1902   0.9071  -0.0595  -0.0887   0.0116 
  0.0000   0.5877  -2.8695  -3.1167   0.7903   1.1988  -0.8483  -1.1486   0.8076  -0.0576  -0.0921   0.0146 
  0.0000   0.6079  -2.9465  -3.1532   0.8633   1.1685  -0.8379  -1.0854   0.7522  -0.0579  -0.0946   0.0150 
  0.0000   0.3810  -3.3477  -3.2464   1.0457   1.3269  -0.6414  -1.0525   0.5721  -0.0646  -0.1003   0.0183 
  0.0000   0.3161  -2.7763  -3.1005   0.9281   1.3382  -0.9210  -1.1097   0.6189  -0.0579  -0.0890   0.0304 
  0.0000   0.3891  -2.8735  -3.0681   1.0132   1.3027  -0.8768  -1.1071   0.5367  -0.0567  -0.0918   0.0266 
  0.0000   0.4904  -2.5088  -3.5625   0.7457   1.2759  -1.0612  -0.8716   0.6241  -0.0604  -0.0913   0.0425 
  0.0000   0.4256  -2.5777  -2.9100   0.5471   1.3010  -1.0543  -1.1780   0.7020  -0.0564  -0.0808   0.0147 
  0.0000   0.6687  -2.6385  -2.8614   0.5634   1.1261  -1.0802  -1.1919   0.7124  -0.0533  -0.0841   0.0038 
  0.0000   0.6809  -2.6060  -2.8371   0.5026   1.1149  -1.1010  -1.2248   0.7271  -0.0532  -0.0828   0.0017 
  0.0000   0.7295  -2.9830  -2.8816   0.5877   1.1079  -0.9166  -1.1910   0.6544  -0.0568  -0.0898  -0.0079 
  0.0000   0.4256  -3.3964  -2.9060   0.6728   1.2352  -0.7020  -1.1642   0.5791  -0.0650  -0.0925  -0.0079 
  0.0000   0.5147  -2.7641  -2.8573   0.4985   1.1599  -1.0344  -1.2014   0.6838  -0.0576  -0.0829   0.0025 
  0.0000   0.6363  -2.7276  -3.2140   0.2959   1.0724  -1.0776  -0.9876   0.7608  -0.0626  -0.0859   0.0047 
  0.0000   0.4296  -2.7479  -2.9465   0.2310   1.1711  -1.0932  -1.1434   0.8413  -0.0629  -0.0794   0.0000 
  0.0000   0.3040  -2.7601  -2.9911   0.0973   1.2966  -1.1001  -1.1123   0.9002  -0.0669  -0.0769   0.0008 
  0.0000   0.4377  -2.7601  -3.1410   0.3040   1.1936  -1.0846  -1.0318   0.8136  -0.0645  -0.0830   0.0080 
  0.0000   0.3567  -2.8816  -3.0762   0.3810   1.2308  -1.0439  -1.0335   0.7704  -0.0653  -0.0837   0.0071 
  0.0000   0.2918  -2.4480  -3.0519   0.6687   1.3027  -1.2447  -1.0525   0.5825  -0.0567  -0.0808   0.0318 
  0.0000   0.1945  -2.6628  -2.8695   0.4296   1.3918  -1.2023  -1.1642   0.7020  -0.0614  -0.0770   0.0143 
  0.0000   0.4620  -2.9100  -3.2829   0.0162   1.1737  -1.0629  -0.8560   0.9521  -0.0714  -0.0834  -0.0024 
  0.0000   0.4661  -2.9303  -2.9587   0.0405   1.1486  -1.0586  -1.0828   0.9772  -0.0673  -0.0799  -0.0129 
  0.0000   0.6444  -3.1654  -2.9830   0.0648   1.0447  -0.9314  -1.0647   0.9885  -0.0680  -0.0857  -0.0247 
  0.0000   0.6485  -3.1127  -2.8938   0.2351   1.0395  -0.9383  -1.0941   0.9071  -0.0640  -0.0861  -0.0205 
  0.0000   0.6971  -2.9465  -3.0519   0.3648   1.0110  -1.0266  -0.9902   0.8595  -0.0617  -0.0883  -0.0074 
  0.0000   0.2959  -3.6598  -3.0762   0.6079   1.2326  -0.6457  -1.0144   0.7167  -0.0729  -0.0955  -0.0088 
  0.0000   0.2351  -2.8857  -2.7520   0.5107   1.3105  -1.0768  -1.1469   0.7989  -0.0611  -0.0798   0.0046 
  0.0000   0.5593  -3.0316  -3.0924   0.2351   1.1053  -0.9729  -0.9599   0.9426  -0.0666  -0.0865  -0.0086 
  0.0000   0.4742  -2.9587  -2.7965   0.2351   1.1365  -1.0032  -1.1417   0.9772  -0.0631  -0.0808  -0.0130 
  0.0000   0.6323  -3.0316  -2.7641   0.1864   1.0222  -0.9495  -1.1728   1.0119  -0.0622  -0.0827  -0.0232 
  0.0000   0.6566  -3.0073  -2.6749   0.3161   0.9928  -0.9712  -1.2075   0.9565  -0.0589  -0.0832  -0.0218 
  0.0000   0.6849  -2.8492  -2.8735   0.3769   0.9867  -1.0534  -1.1200   0.9262  -0.0583  -0.0848  -0.0092 
  0.0000   0.3648  -3.4328  -2.7844   0.6931   1.1114  -0.6838  -1.1841   0.7409  -0.0645  -0.0909  -0.0104 
  0.0000   0.4418  -2.9546  -2.6425   0.5107   1.0880  -1.0015  -1.2845   0.8387  -0.0581  -0.0819  -0.0079 
  0.0000   0.7579  -2.9587  -2.9546   0.0770   0.8725  -0.9850  -1.0949   1.0828  -0.0635  -0.0844  -0.0222 
  0.0000   0.6485  -2.9303  -2.7155   0.2715   0.9340  -0.9582  -1.2585   1.0032  -0.0591  -0.0821  -0.0192 
  0.0000   0.5998  -2.9587  -2.8695   0.4499   0.9192  -0.9469  -1.1962   0.9071  -0.0597  -0.0860  -0.0078 
  0.0000   0.5836  -2.8006  -2.7236   0.3688   0.9686  -1.0413  -1.2793   0.9340  -0.0571  -0.0810  -0.0095 
  0.0000   0.5471  -2.8452  -2.9181   0.5593   0.9400  -1.0595  -1.1651   0.8500  -0.0582  -0.0859   0.0028 
  0.0000   0.2715  -3.3315  -2.9789   0.6485   1.1261  -0.7228  -1.1434   0.7894  -0.0674  -0.0904   0.0008 
  0.0000   0.2797  -2.9546  -2.8573   0.6120   1.0759  -0.9140  -1.2300   0.8024  -0.0615  -0.0838   0.0076 
  0.0000   0.2918  -3.0438  -2.9587   0.4782   1.1382  -0.8734  -1.1746   0.8803  -0.0654  -0.0847   0.0033 
  0.0000   0.3891  -2.8371  -3.4288   0.3202   1.0456  -0.9919  -0.9660   0.9565  -0.0695  -0.0872   0.0170 
  0.0000   0.2472  -2.8330  -3.0073   0.3648   1.1789  -1.0032  -1.1477   0.9184  -0.0654  -0.0807   0.0095 
  0.0000   0.1986  -2.9303  -3.0681   0.4620   1.1772  -0.9608  -1.0923   0.8656  -0.0667  -0.0832   0.0130 
  0.0000   0.1986  -2.8938  -3.0397   0.2837   1.1677  -0.9712  -1.1079   0.9539  -0.0681  -0.0802   0.0075 
  0.0000   0.1135  -3.3356  -3.0397   0.4539   1.2862  -0.6925  -1.1200   0.9054  -0.0726  -0.0868   0.0014 
  0.0000   0.0527  -2.7844  -2.9303   0.4539   1.3737  -1.0136  -1.1780   0.8682  -0.0651  -0.0778   0.0178 
  0.0000   0.2351  -2.9222  -2.9951   0.4661   1.2326  -0.9106  -1.0880   0.8474  -0.0652  -0.0827   0.0099 
  0.0000   0.3283  -3.0316  -2.8492   0.3161   1.2049  -0.8863  -1.1954   0.9738  -0.0655  -0.0816  -0.0063 
  0.0000   0.2675  -2.8330  -2.7398   0.3323   1.2404  -0.9530  -1.2733   0.9764  -0.0622  -0.0772  -0.0009 
  0.0000   0.3567  -2.8087  -2.7763   0.3445   1.2161  -0.9824  -1.2490   0.9616  -0.0610  -0.0786  -0.0014 
  0.0000   0.3931  -2.7965  -2.9668   0.4539   1.1625  -1.0162  -1.1287   0.8647  -0.0615  -0.0826   0.0075 
  0.0000   0.2797  -3.2099  -3.1289   0.6606   1.2992  -0.8024  -1.0586   0.7669  -0.0675  -0.0910   0.0097 
